Ticker,Setup Type,Date,Price,Change %,Volume,Avg Volume 20D,RSI,Prior RSI High,MA20,MA40,Distance to MA20 %,Red Candles,Near Support,Support Level,Distance to Support %,Range Position %,Hammer,Prior Support Hammers,Pattern Score,Refinement Score,Total Score,MACD Reversal,ADX Rising,RSI In Pullback Zone,Notes
ASB,Uptrend Pullback,2026-08-07,31.28,0.55,1197438,1865936,53.94,63.14,31.02,30.58,0.84,5,False,29.92,4.55,65.38,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
AVPT,Uptrend Pullback,2026-08-07,12.79,2.32,3022468,2235079,44.66,92.26,12.89,12.04,-0.81,3,False,11.73,9.04,51.46,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
BCH,Uptrend Pullback,2026-08-07,41.42,-2.06,603218,287377,57.68,66.86,40.99,40.37,1.05,4,False,38.97,6.29,66.04,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
BCS,Uptrend Pullback,2026-08-07,27.93,-0.78,1939564,5569906,56.32,63.43,27.47,26.98,1.67,3,False,25.73,8.55,83.33,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
BILI,Uptrend Pullback,2026-08-07,18.74,1.41,1522721,2138607,53.98,77.82,18.29,17.77,2.45,3,False,17.14,9.33,68.67,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
BY,Uptrend Pullback,2026-08-07,38.83,-0.74,171754,275183,63.66,73.25,38.47,37.41,0.94,3,False,36.9,5.23,61.66,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
CATO,Uptrend Pullback,2026-08-07,3.31,1.53,32007,110892,50.44,58.45,3.31,3.29,-0.14,5,False,3.04,8.88,52.94,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Sideways MA compression; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
CBL,Uptrend Pullback,2026-08-07,56.55,2.59,243737,287994,53.23,85.8,56.28,53.73,0.49,5,False,51.41,10.0,57.17,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
CBUS,Uptrend Pullback,2026-08-07,1.81,-4.23,163621,307836,53.52,90.48,1.9,1.67,-4.89,4,False,1.62,11.73,21.11,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; Price in lower third of recent range; 4 recent red candles; RSI was elevated before pullback
CFFN,Uptrend Pullback,2026-08-07,8.88,-0.45,725884,890717,68.87,74.36,8.68,8.46,2.33,3,False,8.16,8.82,71.29,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
CNOB,Uptrend Pullback,2026-08-07,32.82,-0.79,271415,468117,44.46,61.49,33.0,32.84,-0.53,5,False,30.65,7.08,62.18,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price near 20 MA; 5 recent red candles; RSI was elevated before pullback
CUK,Uptrend Pullback,2026-05-07,27.47,0.0,0,3149903,40.05,70.72,27.21,26.23,0.94,3,False,25.21,8.96,46.41,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
DCOM,Uptrend Pullback,2026-08-07,40.32,-1.51,295474,352383,53.79,68.03,40.41,39.99,-0.22,4,False,37.51,7.49,63.0,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
DRH,Uptrend Pullback,2026-08-07,12.53,-2.19,2141722,2788623,45.63,84.13,12.78,12.39,-1.96,5,False,11.79,6.28,37.0,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
FBP,Uptrend Pullback,2026-08-07,28.67,-0.76,971372,1599717,67.71,87.76,28.35,27.17,1.13,5,False,26.47,8.31,74.83,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
FDUS,Uptrend Pullback,2026-08-07,20.35,0.69,1646891,329162,59.89,74.62,20.06,19.44,1.44,4,False,19.28,5.55,71.33,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
FNKO,Uptrend Pullback,2026-08-07,5.88,-14.91,3280385,1097174,54.36,72.53,5.82,5.67,1.04,6,False,5.14,14.4,38.95,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 6 recent red candles; RSI was elevated before pullback
GAIN,Uptrend Pullback,2026-08-07,16.59,-0.12,547700,207789,53.78,93.67,16.4,15.84,1.15,4,False,15.79,5.07,65.04,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
GBDC,Uptrend Pullback,2026-08-07,13.17,1.31,1768915,1052572,56.18,80.0,12.98,12.83,1.48,4,False,12.62,4.36,68.75,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Sideways MA compression; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
GEO,Uptrend Pullback,2026-08-07,30.69,2.13,1577738,1506110,50.81,69.63,30.61,30.04,0.27,6,False,28.89,6.23,55.9,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 6 recent red candles; RSI was elevated before pullback
GNE,Uptrend Pullback,2026-08-07,14.55,-0.61,62394,72984,57.89,53.98,14.22,14.22,2.3,4,False,13.82,5.28,75.26,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Sideways MA compression; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
GNK,Uptrend Pullback,2026-08-07,25.33,0.84,407263,307744,50.51,68.35,25.47,24.86,-0.55,5,False,23.9,5.98,49.31,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
GSL,Uptrend Pullback,2026-08-07,42.44,-0.84,502807,322491,59.46,81.72,42.56,40.61,-0.27,6,False,40.16,5.68,50.33,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 6 recent red candles; RSI was elevated before pullback
HAFC,Uptrend Pullback,2026-08-07,31.91,-0.68,166473,296969,50.0,59.78,31.89,31.78,0.05,5,False,29.72,7.37,62.93,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Sideways MA compression; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
HBNC,Uptrend Pullback,2026-08-07,20.42,-0.15,641327,669002,54.75,72.82,20.35,19.96,0.36,4,False,19.04,7.25,69.0,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
HG,Uptrend Pullback,2026-08-07,35.91,0.0,463001,436571,55.3,77.34,35.4,34.22,1.45,4,False,33.28,7.9,65.26,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
HOMB,Uptrend Pullback,2026-08-07,30.81,0.39,919919,1881120,58.23,87.07,30.68,29.53,0.44,4,False,28.68,7.43,70.53,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
HOPE,Uptrend Pullback,2026-08-07,13.99,0.21,988438,1077928,65.0,70.59,13.71,13.45,2.01,4,False,13.04,7.29,73.08,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
KRNY,Uptrend Pullback,2026-08-07,9.52,-0.52,294843,506353,51.32,70.37,9.53,9.27,-0.09,4,False,8.75,8.8,72.64,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
LTH,Uptrend Pullback,2026-08-07,43.81,0.83,1741359,2788432,55.92,77.5,43.35,41.07,1.06,4,False,40.84,7.27,46.48,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
LXP,Uptrend Pullback,2026-08-07,60.56,0.02,606742,991963,42.08,83.63,59.66,56.81,1.5,7,False,54.56,11.0,85.11,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 7 recent red candles; RSI was elevated before pullback
MFC,Uptrend Pullback,2026-08-07,44.32,-1.05,2077496,1927475,69.61,85.62,43.61,42.14,1.63,4,False,40.98,8.15,76.78,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
MRVI,Uptrend Pullback,2026-08-07,6.23,11.25,4077591,2669069,27.11,74.81,6.72,6.21,-7.32,5,False,5.41,15.16,40.39,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
MUFG,Uptrend Pullback,2026-08-07,22.49,-0.4,2196946,3552238,61.07,87.76,22.31,21.43,0.79,5,False,21.19,6.13,63.11,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
NBBK,Uptrend Pullback,2026-08-07,22.58,-0.44,220329,368571,71.96,81.28,22.07,21.4,2.31,4,False,20.63,9.45,70.4,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
NCMI,Uptrend Pullback,2026-08-07,4.03,0.0,186690,295993,51.06,60.9,3.96,3.82,1.83,3,False,3.67,9.81,60.0,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
NMR,Uptrend Pullback,2026-08-07,9.95,-0.3,472715,961269,68.92,96.13,9.73,9.37,2.24,3,False,9.11,9.22,88.42,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
NOMD,Uptrend Pullback,2026-08-07,11.99,2.04,745847,1314531,52.57,80.0,11.87,11.33,1.05,5,False,11.04,8.61,54.29,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
NWBI,Uptrend Pullback,2026-08-07,15.55,-0.32,839114,1129158,60.13,79.06,15.38,15.04,1.1,3,False,14.78,5.21,65.25,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
PFS,Uptrend Pullback,2026-08-07,24.46,-0.85,760698,1066742,58.16,68.91,24.27,23.81,0.8,4,False,23.35,4.75,51.87,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
RF,Uptrend Pullback,2026-08-07,31.43,0.38,7592283,10126100,54.57,73.02,31.24,30.48,0.62,4,False,30.1,4.42,56.12,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
SBRA,Uptrend Pullback,2026-08-07,21.04,0.62,1802348,3212798,60.28,79.68,21.06,20.12,-0.09,5,False,19.39,8.51,48.82,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
SFNC,Uptrend Pullback,2026-08-07,23.46,-0.04,1303858,1659329,64.51,69.02,23.3,22.9,0.68,3,False,22.19,5.72,59.62,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
SHBI,Uptrend Pullback,2026-08-07,23.84,-0.79,260543,227650,63.61,77.75,23.69,23.14,0.61,4,False,22.38,6.52,58.17,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
SKLZ,Uptrend Pullback,2026-06-18,8.84,6.89,254569,322897,44.81,79.65,8.98,8.02,-1.59,3,False,7.19,22.95,53.92,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
SLRC,Uptrend Pullback,2026-08-07,13.1,1.08,397884,429480,53.14,73.93,12.99,12.75,0.86,5,False,12.47,5.05,70.0,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Sideways MA compression; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
TRIN,Uptrend Pullback,2026-08-07,18.05,2.09,1028951,1131594,54.37,73.97,17.64,17.35,2.35,3,False,16.93,6.62,84.85,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
UGP,Uptrend Pullback,2026-08-07,6.12,-4.38,3437154,4485551,46.54,95.27,6.29,5.69,-2.74,4,False,5.65,8.32,50.0,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 4 recent red candles; RSI was elevated before pullback
VOC,Uptrend Pullback,2026-08-07,3.05,1.67,69808,169491,59.21,85.71,2.98,2.79,2.23,3,False,2.81,8.54,68.57,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 3 recent red candles; RSI was elevated before pullback
WWW,Uptrend Pullback,2026-08-07,18.93,-0.26,622525,790651,52.2,80.34,19.09,18.09,-0.85,5,False,17.45,8.48,42.41,False,0,55,,55,,,,Uptrend Pullback; 20 MA above 40 MA with rising slopes; Price between 20 and 40 MA; 5 recent red candles; RSI was elevated before pullback
CLCO,Sideways Support,2026-01-12,9.67,0.0,0,234406,28.21,68.57,9.75,9.76,-0.86,2,True,9.61,0.62,15.38,False,0,54,,54,,,,Sideways Support; Sideways MA compression; Price near 20 MA; Price in lower third of recent range; 2 recent red candles; RSI was elevated before pullback; Near recent support
IIIV,Sideways Support,2026-08-07,17.47,-20.37,1755952,338444,32.97,60.63,20.83,20.76,-16.15,2,True,17.03,2.58,8.06,False,0,54,,54,,,,Sideways Support; Sideways MA compression; Price in lower third of recent range; 2 recent red candles; RSI was elevated before pullback; Near recent support
SOJD,Sideways Support,2026-08-07,18.6,-0.43,41440,76755,36.73,,18.75,18.9,-0.81,3,True,18.55,0.27,12.82,False,0,50,,50,,,,Sideways Support; Sideways MA compression; Price near 20 MA; Price in lower third of recent range; 3 recent red candles; Near recent support
